Title,Author,Condition,Price (AUD)
The Misers Dream,Patrick Page Coin,Pre-Owned,31
Sleightly Out Of Order,Patrick Redford ,Brand New,108
101 Magic Tricks,Pattabhi; Ivar Utial Ram,Brand New,14
Tricks Of My Trade The Magic Of Doug Conn,Paul Cummins,Pre-Owned,108
Magic Booklet ~ Never In A Lifetime,Paul Curry,Pre-Owned,12
Magician's Magic,Paul Curry,Pre-Owned,5
Out Of This World,Paul Curry,Brand New,9
Special Effects,Paul Curry,Pre-Owned,29
The Power Of Thought,Paul Curry,Brand New,12
Gold Dust,Paul Gordon,Brand New,100
Gold Dust Companion,Paul Gordon,Brand New,75
Gold Dust Finale,Paul Gordon,Brand New,62
Professional Card Magic Miracles,Paul Gordon,Pre-Owned,59
Protean Card Magic,Paul Gordon,Pre-Owned,61
Quidnunc,Paul Gordon,Brand New,79
The Unplanned Card Book,Paul Gordon Card Magic,Pre-Owned,30
Card Magic For The Enthusiast,Paul Hallas,Brand New,38
Small But Deadly,Paul Hallas,Brand New,51
A Close-Up Kinda Guy,Paul Harris,Pre-Owned,54
Art Of Astonishment Volume #1,Paul Harris,Brand New,91
Art Of Astonishment Volume #2,Paul Harris,Pre-Owned,51
Art Of Astonishment Volume #2,Paul Harris,Brand New,91
Close-Up Entertainer,Paul Harris,Pre-Owned,54
Close-Up Fantasies Finale,Paul Harris,Pre-Owned,17
Close-Up Seductions,Paul Harris,Pre-Owned,54
Las Vegas Close-Up,Paul Harris,Pre-Owned,23
Paul Harris Reveals Some Of His Most Intimate Secrets,Paul Harris,Pre-Owned,8
The Art Of Astonishment,Paul Harris,Pre-Owned,158
"The Immaculate Connection, Linking Card",Paul Harris,Pre-Owned,15
The Art Of Astonishment,Paul Harris Magician Hb  Volume Three,$24.99,0
The Art Of Astonishment,Paul Harris Magician Magic Tricks Hb  Volume One,$24.99,0
The Art Of Astonishment,Paul Harris Magician Magic Tricks Hb  Volume Two,Pre-Owned,38
Lepaul Presents The Card Magic Of Bro. John Hamman,Paul Lepaul,Brand New,18
The World's Greatest Hyla M. Clark Photographs,Paul Levin,Nan,44
I'Ve Got Your Number,Paul Lindner,Brand New,12
Kidtrix,Paul Osborne,Nan,15
Illusion Systems Book 4,Paul Osborne Stage Magic Illusion Building,Pre-Owned,62
Magnetic Magic,Paul Ph.D. And John Cassidy Doherty,$9.49,0
For Ventriloquists Only,Paul Stadelman,Brand New,13
Diplopia,Paul Vigil,Pre-Owned,79
Le Grande Prophete Voodini,Paul Voodini Copyright,Pre-Owned,62
Magic Tricks,Paul Zenon,Pre-Owned,10
Successful Magic,Pavel,Pre-Owned,12
Short-Changing,Penny Ante Jim,Brand New,23
Alan Shaxon The Sophisticated Sorcerer,Penrose & Short Shaxon,Brand New,192
A Lifetime In Magic,Percy Abbott,Brand New,69
Comedy Magic,Percy Abbott,Pre-Owned,92
Escapes,Percy Abbott,Brand New,38
Magic Mathematics,Persi Diaconis And Ron Graham,Pre-Owned,16
Card Compulsions,Peter Duffie,Brand New,40
Dave Campbell Legacy,Peter Duffie,Pre-Owned,92
Effortless Card Magic,Peter Duffie,Pre-Owned,84
Hidden Agenda,Peter Duffie,Pre-Owned,154
Killer Koncepts,Peter Duffie,Pre-Owned,22
Subtle Miracles,Peter Duffie,Brand New,18
With Cards,Peter Duffie,Pre-Owned,85
Hey Presto!,Peter Eldin,Nan,10
"Magic, Presenting The World's Greatest Magicians, Tricks, Illusions",Peter Eldin,Pre-Owned,12
Scripting Magic,Peter Mccabe,Pre-Owned,64
Proteus,Phedon Bilek,Pre-Owned,31
Focus,Phil Goldstein,Pre-Owned,152
Paper Chase,Phil Goldstein,Pre-Owned,84
Redivider,Phil Goldstein,Pre-Owned,59
Spectacle,Phil Goldstein,Pre-Owned,59
Thabbatical,Phil Goldstein,Pre-Owned,220
The Blue Book Of Mentalism,Phil Goldstein,Pre-Owned,62
The Green Book Of Mentalism,Phil Goldstein,Pre-Owned,62
The Red Book Of Mentalism,Phil Goldstein,Pre-Owned,62
Verbal Control A Treatise On Equivoque,Phil Goldstein & My Swami,Pre-Owned,31
Verbal Control A Treatise On Equivoque,Phil Goldstein Magic,$35.95,0
Jan-Ken-Ponder,Phil Goldstein Mentalism,Nan,20
Sign-In,Phil Goldstein Mentalism,Nan,15
Closers,Phil Shaw,Brand New,77
The Collected Oort,Philemon Vanderbeck Cold Reading Magic Mentalism,Pre-Owned,77
How To Operate A Financially Successful Haunted House,Philip & Dennis Phillips Morris,Pre-Owned,88
The Magic Of Matt Schulien Book,Philip Reed Willmarth,Pre-Owned,77
Complete Course In Pick Pocketing,Pierre Jacques,Nan,231
Card Fictions,Pit Hartling,Pre-Owned,81
Tricks With Cards,Professor (Angelo John Lewis) Hoffmann,Brand New,21
Professor Hoffmann's Modern Magic,Professor & Richard Robinson Hofmann,Pre-Owned,3
Book Of Mystery,Professor Hoffman,Pre-Owned,54
Card Tricks,Professor Romanoff,Pre-Owned,48
Classic Illusions,Professor Zetuer,Pre-Owned,57
Die Box Book,Professor Zetuer,Brand New,20
Crash Course In Brain Surgery,R. Paul Wilson,Nan,29
Out Of Your Mind,R. Paul Wilson,Pre-Owned,15
New Look For The Magic Show,R.E. Arthur,Brand New,40
Parlour,Rafael Benatar,Pre-Owned,8
Mysteriouser And Mysteriouser,Raj Madhok,Pre-Owned,54
Dewey's Balloon & Clown Notebook,Ralph Dewey,Pre-Owned,6
Magic Inc. Trick Talk,Ralph Marcom /,Pre-Owned,15
The Invisible Thread Manual,Ralph Wichmann Martin Breese,Pre-Owned,23
Thinking The Impossible,Ramòn Riobòo,Pre-Owned,294
Illusionworks,Rand Woodbury,Pre-Owned,23
Ed Marlo 40 Years Later,Randy Wakeman And Kevin Kelley,Brand New,108
The Urban Legend Ron Urban Magician & Showman (Hc),Rauscher Magic Tricks ,Pre-Owned,47
S.S. Adams High Priest Of Freaks (Hc),Rauscher Magician ,Pre-Owned,40
Hardeen Monarch Of Manacles (Hc),Rauscher Magician Biography ,Pre-Owned,40
Silent Mora Story Of Louis J. Mccord (Hc),Rauscher Magician Magic Tricks ,Pre-Owned,56
The Mind Readers Masters Of Deception,Rauscher Psychic Mentalism,Pre-Owned,77
Caper-Case Book One,Ray & Scott Davis Piatt,Brand New,18
Caper-Case Book Two,Ray & Scott Davis Piatt,Brand New,18
"Caper-Case Books 1,2,3",Ray Piatt Magic s Peek Wallet Vntg,$85.00,0
Prince Of The Blood,Raymond E Feist The Riftwar Saga Fantasy Novel ,Pre-Owned,7
Discoverie Of Witchcraft,Reginald Scot,Pre-Owned,46
Slow Motion Magic Volume I,Rene Lavand,Pre-Owned,116
Three Bread Crumbs,Rene Lavand ,Pre-Owned,55
Jack Parker's 52 Memories,Retrospective Ed Andi Gladwin,Pre-Owned,38
Lessons In Scripture,Rev. Donald Bodley,Brand New,14
More Lessons In Scripture,Rev. Donald Bodley,Brand New,14
Still More Magical Object Messages,Rev. J.B. Maxwell,Brand New,12
Magic That Points To An Upward Life,Rev. Jim Dracup,$14.99,11
Parlour Tricks,Rhys & Robert West Morgan,Pre-Owned,40
When Creators Collide,Richard & Jay Sankey Sanders,Pre-Owned,27
Peek Performances,Richard Busch,Pre-Owned,46
Mystification,Richard Jr. Bartram,Pre-Owned,31
Balls! Lessons In Side-Arm Snookery,Richard Kaufman,Pre-Owned,44
Cardmagic,Richard Kaufman,Pre-Owned,77
Cardworks,Richard Kaufman,Pre-Owned,34
Coinmagic,Richard Kaufman,Pre-Owned,88
Collected Almanac,Richard Kaufman,Pre-Owned,58
Complete Works Of Derek Dingle,Richard Kaufman,Pre-Owned,68
David Roth's Expert Coin Magic,Richard Kaufman,Pre-Owned,123
Gary Kurtz Unexplainable Acts,Richard Kaufman,Brand New,54
Lou Gallo The Underground Man,Richard Kaufman,Pre-Owned,77
Mr. Jennings Takes It Easy,Richard Kaufman,Pre-Owned,115
Paul Gertner's Steel And Silver,Richard Kaufman,Pre-Owned,69
Richard's Almanac One,Richard Kaufman,Pre-Owned,46
Sawa's Library Of Magic,Richard Kaufman,Pre-Owned,116
Secrets Of Brother John Hamman,Richard Kaufman,Pre-Owned,114
Tom Mullica Starring In Show Time At The Tom Foolery,Richard Kaufman,Pre-Owned,134
Williamson's Wonders,Richard Kaufman,Pre-Owned,52
The Mysteries Of My Life,Richard Kaufman And Rene Lavand,Pre-Owned,164
Jennings ’67 (1St),Richard Kaufman- Ed-Expert Card Magic-Close-Up Illusion-,Pre-Owned,79
Mind Warp,Richard Mark,Pre-Owned,79
Dynamic Mysteries,Richard Osterlind,Pre-Owned,38
Professional Mentalist's Officers Manual,Richard Osterlind,Brand New,54
Three Miracle Routines,Richard Osterlind,Pre-Owned,11
Modern Miracles In Magic,Richard W.G. Van Ray,Brand New,14
Cashing In On Past Lives,Richard Webster,Local Pickup,58
Good Luck From Beijing,Richard Webster,Pre-Owned,25
Scryer's Sorceries,Richard Webster,Pre-Owned,75
How To Make Money Giving Free Talks,Richard Websterpsychic-Mentalist-,Pre-Owned,38
Calico,Rick Holcome,Brand New,69
Routines,Rick Johnsson,Pre-Owned,20
Fate,Rick Maue,Nan,31
The Road,Rick Maue,Brand New,18
The Book Of Haunted Magick,Rick Maue Spiral Bound Magic Mentalism,Pre-Owned,185
Cards As Weapons Book,Ricky Jay,Pre-Owned,231
Celebrations Of Curious Characters (1St Edition),Ricky Jay,Pre-Owned,20
Celebrations Of Curious Characters Book,Ricky Jay,Pre-Owned,38
Jay's Journal Of Anomalies,Ricky Jay,Pre-Owned,66
The London Midnight Ghost Show,Robert A Nelson Reprint,Pre-Owned,15
Super Prediction Tricks,Robert A. & E.J. Moore Nelson,Pre-Owned,17
A Sequel To The Art Of Cold Reading,Robert A. Nelson,Brand New,23
Dr. Ramayne's Spirit Manifestations,Robert A. Nelson,Brand New,23
Effective Answers To Questions,Robert A. Nelson,Brand New,23
Miracles In Mentalism And Psychic Experimentation,Robert A. Nelson,Brand New,23
Projected Answers,Robert A. Nelson,Brand New,18
Super Mentality,Robert A. Nelson,Brand New,18
The Ghost Show Operator's Manual,Robert A. Nelson,$20.00,8
The London Midnight Ghost Show,Robert A. Nelson,Brand New,28
The Private Medium's Secret Guide,Robert A. Nelson,Brand New,23
Modern Blindfold Street Drive,Robert A. Nelson And B. W. Mccarron,Brand New,18
Don'T Get Taken,Robert A. Steiner Bunco And Bunkum Exposed Vtng Magic,Nan,28
Pseudo-Mentally Yours,Robert E. Cassidy,Pre-Owned,54
"Life, Death & Other Card Tricks",Robert E. Neale,Pre-Owned,108
Magic Matters,Robert E. Neale,Pre-Owned,85
This Is Not A Book,Robert E. Neale,Pre-Owned,116
Tricks Of The Imagination,Robert E. Neale,Pre-Owned,46
Demon Magic,Robert Harbin,Nan,38
Magic Of Robert Harbin,Robert Harbin,Pre-Owned,1825
Classic Magic Supplement Ii,Robert J. Albo,$92.50,0
Impossible Bill Braid,Robert Neale,Pre-Owned,7
Two Mentalism Books On Prediction Effects,Robert Nelson,Pre-Owned,25
Carl Rosini His Life & Magic Vntg Pb,Robert Olson,Pre-Owned,31
Patter For Standard Tricks,Robert Orben,Pre-Owned,15
Card College 1,Roberto Giobbi,Pre-Owned,246
Card College Light,Roberto Giobbi,Pre-Owned,49
Card College Lighter,Roberto Giobbi,Brand New,38
Card College Vol 1-5,Roberto Giobbi,Pre-Owned,346
Confidences,Roberto Giobbi,$32.42,0
Secret Agenda,Roberto Giobbi,Pre-Owned,83
Card College Volume 1,Roberto Giobbi ,Brand New,62
Card College Volume 2,Roberto Giobbi ,Brand New,62
Card College Volume 4,Roberto Giobbi ,Brand New,62
Card College Volume 5,Roberto Giobbi ,Brand New,62
Giobbi's Card College Volume 2,Roberto Giobbi Magic Tricks Magician Hb ,Pre-Owned,31
Cerca,Roberto Mansilla,$40.00,0
Pelgrane Press Drama System Blood On The Snow Edited,Robin D. Laws,Brand New,8
"Goodliffe Memorial Lecture, The",Roger Crosthwaite,Brand New,62
The Magic Of Francis Carlyle,Roger Pierre Card & Coin Magic,Pre-Owned,185
Roger's Rubber Ark,Roger Siegel,Pre-Owned,12
Spun Into Gold,Romany,Pre-Owned,2
On Ways & Means,Ron Bishop Magic,Pre-Owned,18
Brain Storm In My Pajamas,Ron Dayton Magical Appetizers #2 Magic Tricks ,$18.00,0
The Uncanny Scott,Ron Wilson,Pre-Owned,94
Magic And Methods Of Ross Bertram,Ross Bertram,Pre-Owned,112
Floating Ball Magic,Roy Fromer,Brand New,17
Pure Gold,Roy Johnson,Pre-Owned,31
"Roy Johnson Experience, The",Roy Johnson,Pre-Owned,20
The Complete Walton Volume 1,Roy Walton Card,Pre-Owned,92
Seven Spheres (Paperback),Rufus Opus,Brand New,38
X My 10 Go-To Card Fx (Hc),Rune Carlsen Magic Effects Tricks  How To,Pre-Owned,62
Ultramodern,Ryan Matney,Brand New,46
A Angle,Ryan Plunkett & Michael Feldman,Brand New,51
A Angle,Ryan Plunkett & Michael Feldman ,Brand New,72
Random Happenings,Ryan Schlutz,Brand New,18
Hornman Magic Co. Magic Supplies And Acessories Catalog Possibly,S ?,Pre-Owned,31
Magic Collectable Letters,S George Mcintyre ?,Pre-Owned,58
Magic Collectable Letters,S To 60's Walter A. Schwartz,Pre-Owned,81
Magic Collectable Letters,S To 80's James B. Alfredson,Pre-Owned,81
Three Booklets,Sam Berland,Pre-Owned,8
Magic With An Esp Deck,Sam Dalal,Brand New,10
Conjurers' Optical Secrets,Sam H. Sharpe,Pre-Owned,169
Devant's Delightful Delusions,Sam H. Sharpe,Pre-Owned,133
Great Magic,Sam H. Sharpe,Pre-Owned,15
Neo-Magic,Sam H. Sharpe,Pre-Owned,277
Neo-Magic Artistry,Sam H. Sharpe,Pre-Owned,231
Spirit Mediums Exposed,Samri Frikell,Brand New,77
Big Laughs For Little People,Samuel Patrick Smith,Pre-Owned,15
Silent Assistant,Sansminds Close Up Magic,Brand New,0
The Memory Arts,Sarah And David Trustman,Pre-Owned,65
The Memory Arts,Sarah And David Trustman ,Brand New,77
Scarne On Card Tricks,Scarne John,Pre-Owned,61
Scarne On Cards - How To Win,Scarne John,Pre-Owned,154
Making Your Magic Magical,Scott Penrose,Pre-Owned,38
Cups & Balls,Scotty York,Pre-Owned,185
Lecture,Scotty York,Brand New,31
Poor Charlie Smith,Scotty York,Pre-Owned,86
The Complete Magic Teach-In Series,Sealed Lewis Ganson And L&L Mint,Brand New,54
Wonders,Sean Waters,Pre-Owned,100
Cups And Balls,Senor Mardo,Pre-Owned,23
Magic For Bartenders,Senor Mardo,Brand New,12
Routined Magic,Senor Mardo,Pre-Owned,15
Prestige 2.0 Dry Erase,Sergey Koller & Hidetrick,Brand New,370
An Introduction To Stage Hypnosis And Mentalism,Shane Hill,Pre-Owned,62
Magic As Medium,Shawn Desouza-Coelho Neat Review Out Of Print,Pre-Owned,54
Introduction To Coin Magic,Shigeo Futagawa,Nan,54
Card Tricks And The Way They Are Performed,Si Stebbins,Brand New,19
Men-Telo-Card-Ology,Si Stebbins,Brand New,14
The Charlatan's Handbook,Sid Fleischman,Pre-Owned,25
The Charlatan's Handbook,Sid Fleischman  Discontinued,Pre-Owned,62
The Blue Bug,Sid Fleischman And Bob Gunther,Brand New,14
Magic Collectable Letters,Sid Loraine,Pre-Owned,81
Sid Lorraine’S Scrapbook,Sid Lorraine,Pre-Owned,15
The Rocket How To Blast Your Performing Career…,Sidney Friedman,Pre-Owned,131
A Life Of Magic,Siegfried & Roy,Brand New,54
Sessions,Simon And David Solomon Aronson,Pre-Owned,59
"Art Decko, Compositions With Cards",Simon Aronson,Pre-Owned,132
Bound To Please,Simon Aronson,Pre-Owned,111
Simply Simon,Simon Aronson,Pre-Owned,57
Try The Impossible,Simon Aronson,Pre-Owned,74
The Aronson Approach,Simon Aronson Brand,Brand New,79
Billion Dollar Bunko; How To Cheat At Everything,Simon Lovell,Pre-Owned,2
Magic Maestro Please,Solomon Stein,Brand New,92
One,Stan Allen /,Pre-Owned,12
Original Magical Creations,Stanley Collins,Pre-Owned,12
Trick Methods Of Eusapia Paladino,Stanley Lefevre Krebs,Brand New,23
Especially Yours,Stanton Carlisle,Brand New,18
Mentalism De Luxe,Stanton Carlisle,$14.99,0
Master-Mentality,Stanton Carlisle Mentalism,Brand New,25
Art & Artiface Other Essays On Illusion (Pb),Steinmeyer Magician Magic Tricks,Pre-Owned,9
Daryl's Ambitious Card Omnibus,Stephen & Daryl Minch,Pre-Owned,99
Secrets Of A Puerto Rican Gambler,Stephen & Daryl Minch,Pre-Owned,59
Gene Maze And The Art Of Bottom Dealing,Stephen & Gene Maze Hobbs,Pre-Owned,154
John Carney's Carneycopia,Stephen & John Carney Minch,Pre-Owned,115
Ken Krenzel's Close-Up Impact!,Stephen & Ken Krenzel Minch,Pre-Owned,178
Ken Krenzel's Ingenuities,Stephen & Ken Krenzel Minch,Pre-Owned,63
Ever So Sleightly,Stephen & Martin Nash Minch,Pre-Owned,185
Mirage Box,Stephen Chan & Bond Lee,Brand New,116
"Essential Sol Stone, The",Stephen Hobbs,Brand New,54
Modus Operandi The Magic Of Jack Carpenter,Stephen Hobbs Card Trick ,Pre-Owned,131
Daryl’S Ambitious Card Omnibus,Stephen Minch,Pre-Owned,63
From Witchcraft To Card Tricks,Stephen Minch,Pre-Owned,116
Magic Of Milt Kort,Stephen Minch,Pre-Owned,79
The Aretalogy Of Vanni Bossi,Stephen Minch,Pre-Owned,38
Geoff Latta The Long Goodbye,Stephen Minch & Stephen Hobbs ,Pre-Owned,110
John Carney’S Carneycopia (1St),Stephen Minch L&L Ed Close-Up,Pre-Owned,123
"""The Aretalogy Of Vanni Bossi""",Stephen Minch! ! Incredible !,Brand New,50
Noteworthy,Steve Beam,Pre-Owned,15
Semi-Automatic Card Tricks I,Steve Beam,Pre-Owned,69
Little Egypt Book Of Numbers,Steve Bryant,Pre-Owned,15
Max Malini King Of Magicians,Steve Cohen 2Nd Ed. Hb  !,Brand New,192
"Max Malini King Of Magicians, Magician Of Kings (1St)",Steve Cohen Ed Hb Magic,Pre-Owned,139
Casino Game Protection A Comprehensive Guide Book (1St),Steve Forte Ed,Pre-Owned,608
How To Make Love The Steve Spill Way,Steve Spill Hard Bound ,Pre-Owned,105
Magic & Ventriloquism,Steve Taylor. Magic. Ventriloquism,Pre-Owned,20
Stewart James In Print,Stewart James,Pre-Owned,337
Encyclopedia Of Rope Tricks,Stewart; Gabe Fajuri James,Pre-Owned,5
Flash Paper Tips,Stuart & Ralph Reed Robson,Brand New,20
Magical Comedy By Suds Lecture,Suds,Pre-Owned,15
The Winner Children's,Supreme Magic Bideford Devon,Pre-Owned,20
How To Change Your Luck,T. A. Whitney,$10.00,8
Shadows Inn Moonlight Book Of Poetry Book Test,T. Page Wright,Pre-Owned,51
Four Booklets,T.A. Waters,Pre-Owned,62
"Mind, Myth & Magick",T.A. Waters,Pre-Owned,154
The Five Points (1St Edition),Tamariz,Pre-Owned,40
The Magic Way,Tamariz,Pre-Owned,40
Childhood Playing Cards,Tcc & Lunzi,Brand New,116
Z Fold Wallet 2.0,Tcc |,$29.26,12
Close-Up Bag,Tcc Trick,Brand New,46
Ted Lesley's Paramiracles,Ted Lesley,Pre-Owned,91
Two Booklets,Ted Lesley,Pre-Owned,31
Card Tricks Anyone Can Do,Temple C. Patton,Pre-Owned,2
More Secrets,Terri Rogers,Nan,18
Beyond Compere: A Pocket Guide To Being An Emcee,Terry Seabrooke,Pre-Owned,77
Seabrooke's Book,Terry Seabrooke,Pre-Owned,46
John Carney Notebook,The Author,Pre-Owned,38
Harry Anderson Wise Guy,The Street To The Screen,Pre-Owned,116
Jim Magus Tales,The Talking Board,Pre-Owned,100
Abraca Dammit 2 Disaster Stories And Life Lessons,The World's Top Magicians,Pre-Owned,38
Quality Magic,Theodore (Okito) Bamberg,Pre-Owned,36
Annemann's Practical Mental Effects /Magic,Theodore Annemann,Brand New,9
En Rapport,Theodore Annemann,Brand New,12
Okito On Magic,Theodore With Robert Parrish Bamberg,Pre-Owned,46
Harry Potter Box Sets,Theory11,Brand New,154
Harry Potter Self-Coloring Book,Theory11 Classic Magic Coloring !,Brand New,31
Jules De Rovère,Thibault Ternon,Brand New,89
S.S. Baldwin And The Press Book,Thomas A. Sawyer Mentalism,Brand New,54
S.S. Baldwin And The Press,Thomas A. Sawyer Mentalism Kreskin Coll,Pre-Owned,21
The Book Or Don'T Forget To Point,Thomas Fraps,Pre-Owned,105
Tricks With Coins,Thomas Nelson & William Hilliar Downs,Pre-Owned,46
Modern Coin Manipulation,Thomas Nelson Downs,Pre-Owned,38
Dean Dill Intimate Miracles,Tim & Dean Dill Trono,Pre-Owned,115
Conover (Edition),Tim Conover & Eric Mead Deluxe 4 Volume,Brand New,1371
Ellis In Wonderland,Tim Ellis,Pre-Owned,8
Insomnia,Timothy Wenk,Brand New,146
Bar Magician,Todd & Michael Wild Diamond,Pre-Owned,29
The Essential Robert-Houdin,Todd Karr Miracle Factory Unique Provenance!,Brand New,332
Dice Stacking Book,Todd Strong,Pre-Owned,31
Three Shell Game,Tom & Ralph Read (Editor) Osborne,Brand New,38
Second 16Th Card Book,Tom Craven,Pre-Owned,30
Avant-Cards,Tom Gagnon,Pre-Owned,94
Unfiltered,Tom Gagnon,Pre-Owned,373
Too Hot For The Devil,Tom Gagnon * Sealed* Magic,Brand New,416
Safety Chalk Talks,Tom Mccormick,Brand New,25
An Evening At The Tom-Foolery,Tom Mullica | Professional Comedy Magic,Brand New,25
Autograph Booklet,Tom Mullica Magic Cigarette Tricks Magician,Pre-Owned,92
Tri-Anything,Tom Ogden,Pre-Owned,31
Coin Tricks,Tom Osborne,Pre-Owned,28
Cups And Balls Magic,Tom Osborne,Brand New,19
Napkin Folding,Tom Osborne,$10.00,9
The Tie Pitch,Tom Palmer Comedy Magic,Brand New,18
Maelstrom,Tom Stone,Pre-Owned,385
Vortex,Tom Stone,Pre-Owned,240
Suitcase Side Show,Tommy Windsor,Brand New,15
The Books Of Wonder,Tommy Wonder,Brand New,139
The Books Of Wonder (1St Edition),Tommy Wonder,Pre-Owned,94
The Books Of Wonder Volumes 1 & 2 (Hc),Tommy Wonder Magician Magic Tricks,Brand New,97
My Way To Mentalism,Tony Binarelli,Pre-Owned,7
Hidden In Plain Sight,Tony Brook,Pre-Owned,65
"The Sheils Effect, Daemons, Darklings & Dopplegangers, & 13",Tony Shiels,Pre-Owned,69
Spotlight On 101 Great Magic Acts,Tony Taylor,Pre-Owned,3
The Magic Of Rezvani,Translated Maurice Sardina,Brand New,31
Willane’S Wizardry,Tricks Catches Willane Magic Stunts,Nan,27
Ideas,Trini Montes,Pre-Owned,19
Great Wong's Routine For The Chinese Rings,Tudor Brock,Pre-Owned,15
Fool The Experts,U. F. Grant,$8.00,8
Brain Busters,U.F. Grant,Pre-Owned,16
Flash Magic,U.F. Grant,Brand New,12
Secrets,U.F. Grant,Pre-Owned,97
Tricks With Magnets,U.F. Grant,Brand New,9
Victory Carton Illusions,U.F. Grant,Pre-Owned,3
Top Secret,U.F.; Don Tanner (Editor) Grant,Brand New,11
El Globo,Ulf Mörling,Pre-Owned,31
The Science Of Numerology (Edition),Updated Walter B. Gibson,Brand New,18
A Gift From The Gods The Story Of Chung Ling Soo,Val Andrews,Pre-Owned,38
Circus Magic,Val Andrews,Pre-Owned,39
Spook Show Stoppers Magic Halloween Book,Val Andrews Supreme Pub,Pre-Owned,18
How To Win A Magic Contest,Van Cleve,Brand New,31
Tricks You Can Count On,Verne & Larry West Chesbro,Brand New,14
32 New Drawing Room Deceptions,Verrall Wass,Pre-Owned,162
Ghostly Seconds,Vynn Boyar,Brand New,11
50 Tricks,W.F. (Rufus) Steele,Brand New,12
Last Word On Cards,W.F. (Rufus) Steele,Brand New,23
The P And L Book,Walker /,Pre-Owned,71
Houdini On Magic,Walter & Morris Young Gibson,Pre-Owned,8
Houdini's Fabulous Magic,Walter & Morris Young Gibson,Nan,28
Billiard Balls,Walter Cummings,Pre-Owned,38
Big Book Of Magic For All Ages,Walter Gibson,Pre-Owned,15
Complete Illustrated Book Of Card Magic,Walter Gibson,Pre-Owned,40
Houdini's Escapes,Walter Gibson,Pre-Owned,68
Hypnotism,Walter Gibson,Pre-Owned,25
Mastering Magic,Walter Gibson,Pre-Owned,3
Professional Magic For Amateurs,Walter Gibson,Brand New,24
Secrets Of Magic,Walter Gibson,Pre-Owned,77
The Magicians Manual Prepared And Edited,Walter Gibson,Pre-Owned,9
Learn Ventriloquism In One Week,Ward The Wizard,Pre-Owned,46
Mental Cases With Cards,Warren Wiersbe,Pre-Owned,15
"Mind, Myth And Magic",Waters,Pre-Owned,103
Outlines,Wayne Dobson,Nan,41
Wd40,Wayne Dobson,Pre-Owned,6
The Magician His Training And Work (Paperback),We Butler Occult,Pre-Owned,46
Abracadumbass,Wes Barker #113/150 Very,$202.50,0
Enchantments - Magic For Cards And Hands,Wesley & Stephen Minch (Ed) James,Pre-Owned,103
Enchantment's,Wesley James,Pre-Owned,94
Enchantment's,Wesley James Out Of Print,Pre-Owned,92
Notes On Fast And Loose,Whit & Chef Anton Haydn,$13.31,34
Match-Stick Magic,Will Blyth,Pre-Owned,2
Money Magic,Will Blyth,Brand New,17
101 Magic Secrets,Will Dexter,Pre-Owned,92
Famous Magic Secrets,Will Dexter,Pre-Owned,18
Riddle Of Chung Ling Soo,Will Dexter,Pre-Owned,27
Sealed Vision,Will Dexter,Pre-Owned,25
More Exclusive Magical Secrets,Will Goldston,Pre-Owned,127
Sensational Tales Of Mystery Men,Will Goldston,Pre-Owned,62
Stage Illusions,Will Goldston,Pre-Owned,74
Tricks And Illusions,Will Goldston,Nan,10
Tricks Of The Masters,Will Goldston,Pre-Owned,24
Who's Who In Magic (Tricks That Mystify Book 4),Will Goldston,Brand New,123
Magic In Rhyme,"William ""Bill"" V. Rauscher Unique Magic Themed ",Pre-Owned,95
Sensational Card Tricks,William (Will De Seive) Wilson,Pre-Owned,24
Art Of Illusion,William Ayling,Pre-Owned,77
Introducing Bill's Magic,William G. Stickland,Pre-Owned,18
Fork Full Of Appetizers,William P. Miesel,Pre-Owned,29
Harden Monarch Of Manacles (1St),William Rauscher Ed,Pre-Owned,35
Walter Gibson Wizard Of Words,William V. Rauscher,Brand New,77
The Magical Pitchman,Wm. Larsen & B. W. Mccarrona Comedy Pitch Act,Brand New,18
A Book In English,Woody Aragón,Pre-Owned,32
The Big Picture Character Development For Magicians Booklet,Woody Pittman 38P,Pre-Owned,38
Animated Miracles,Yigal Mesika,Pre-Owned,23
Card Magic,Zanadu Magic,Pre-Owned,19
